V1	V2	organism
P18077	P62841	Human
P18077	P62847	Human
P18077	P62851	Human
P18077	P62854	Human
P18077	P62857	Human
P18077	P62861	Human
P18077	P62888	Human
P18077	P62891	Human
P18077	P62899	Human
P18077	P62906	Human
P18077	P62910	Human
P18077	P62913	Human
P18077	P62917	Human
P18077	P62945	Human
P18077	P62979	Human
P18077	P62987	Human
P18077	P63173	Human
P18077	P63220	Human
P18077	P83731	Human
P18077	P83881	Human
P18077	P84098	Human
P18077	Q02543	Human
P18077	Q02878	Human
P18077	Q07020	Human
P18077	Q9Y3U8	Human
P18124	P18621	Human
P18124	P22090	Human
P18124	P23396	Human
P18124	P25398	Human
P18124	P26373	Human
P18124	P27635	Human
P18124	P30050	Human
P18124	P32969	Human
P18124	P35268	Human
P18124	P36578	Human
P18124	P39019	Human
P18124	P39023	Human
P18124	P40429	Human
P18124	P42677	Human
P18124	P42766	Human
P18124	P46776	Human
P18124	P46777	Human
P18124	P46778	Human
P18124	P46779	Human
P18124	P46781	Human
P18124	P46782	Human
P18124	P46783	Human
P18124	P47914	Human
P18124	P49207	Human
P18124	P50914	Human
P18124	P60866	Human
P18124	P61247	Human
P18124	P61254	Human
P18124	P61313	Human
P18124	P61353	Human
P18124	P61513	Human
P18124	P61927	Human
P18124	P62081	Human
P18124	P62241	Human
P18124	P62244	Human
P18124	P62249	Human
P18124	P62263	Human
P18124	P62266	Human
P18124	P62269	Human
P18124	P62273	Human
P18124	P62277	Human
P18124	P62280	Human
P18124	P62424	Human
P18124	P62701	Human
P18124	P62750	Human
P18124	P62753	Human
P18124	P62829	Human
P18124	P62841	Human
P18124	P62847	Human
P18124	P62851	Human
P18124	P62854	Human
P18124	P62857	Human
P18124	P62861	Human
P18124	P62888	Human
P18124	P62891	Human
P18124	P62899	Human
P18124	P62906	Human
P18124	P62910	Human
P18124	P62913	Human
P18124	P62917	Human
P18124	P62945	Human
P18124	P62979	Human
P18124	P62987	Human
P18124	P63173	Human
P18124	P63220	Human
P18124	P83731	Human
P18124	P83881	Human
P18124	P84098	Human
P18124	Q02543	Human
P18124	Q02878	Human
P18124	Q07020	Human
P18124	Q9Y3U8	Human
P18621	P22090	Human
P18621	P23396	Human
P18621	P25398	Human
P18621	P26373	Human
P18621	P27635	Human
P18621	P30050	Human
P18621	P32969	Human
P18621	P35268	Human
P18621	P36578	Human
P18621	P39019	Human
P18621	P39023	Human
P18621	P40429	Human
P18621	P42677	Human
P18621	P42766	Human
P18621	P46776	Human
P18621	P46777	Human
P18621	P46778	Human
P18621	P46779	Human
P18621	P46781	Human
P18621	P46782	Human
P18621	P46783	Human
P18621	P47914	Human
P18621	P49207	Human
P18621	P50914	Human
P18621	P60866	Human
P18621	P61247	Human
P18621	P61254	Human
P18621	P61313	Human
P18621	P61353	Human
P18621	P61513	Human
P18621	P61927	Human
P18621	P62081	Human
P18621	P62241	Human
P18621	P62244	Human
P18621	P62249	Human
P18621	P62263	Human
P18621	P62266	Human
P18621	P62269	Human
P18621	P62273	Human
P18621	P62277	Human
P18621	P62280	Human
P18621	P62424	Human
P18621	P62701	Human
P18621	P62750	Human
P18621	P62753	Human
P18621	P62829	Human
P18621	P62841	Human
P18621	P62847	Human
P18621	P62851	Human
P18621	P62854	Human
P18621	P62857	Human
P18621	P62861	Human
P18621	P62888	Human
P18621	P62891	Human
P18621	P62899	Human
P18621	P62906	Human
P18621	P62910	Human
P18621	P62913	Human
P18621	P62917	Human
P18621	P62945	Human
P18621	P62979	Human
P18621	P62987	Human
P18621	P63173	Human
P18621	P63220	Human
P18621	P83731	Human
P18621	P83881	Human
P18621	P84098	Human
P18621	Q02543	Human
P18621	Q02878	Human
P18621	Q07020	Human
P18621	Q9Y3U8	Human
P22090	P23396	Human
P22090	P25398	Human
P22090	P26373	Human
P22090	P27635	Human
P22090	P30050	Human
P22090	P32969	Human
P22090	P35268	Human
P22090	P36578	Human
P22090	P39019	Human
P22090	P39023	Human
P22090	P40429	Human
P22090	P42677	Human
P22090	P42766	Human
P22090	P46776	Human
P22090	P46777	Human
P22090	P46778	Human
P22090	P46779	Human
P22090	P46781	Human
P22090	P46782	Human
P22090	P46783	Human
P22090	P47914	Human
P22090	P49207	Human
P22090	P50914	Human
P22090	P60866	Human
P22090	P61247	Human
P22090	P61254	Human
P22090	P61313	Human
P22090	P61353	Human
P22090	P61513	Human
P22090	P61927	Human
P22090	P62081	Human
P22090	P62241	Human
P22090	P62244	Human
P22090	P62249	Human
P22090	P62263	Human
P22090	P62266	Human
P22090	P62269	Human
P22090	P62273	Human
P22090	P62277	Human
P22090	P62280	Human
P22090	P62424	Human
P22090	P62701	Human
P22090	P62750	Human
P22090	P62753	Human
P22090	P62829	Human
P22090	P62841	Human
P22090	P62847	Human
P22090	P62851	Human
P22090	P62854	Human
P22090	P62857	Human
P22090	P62861	Human
P22090	P62888	Human
P22090	P62891	Human
P22090	P62899	Human
P22090	P62906	Human
P22090	P62910	Human
P22090	P62913	Human
P22090	P62917	Human
P22090	P62945	Human
P22090	P62979	Human
P22090	P62987	Human
P22090	P63173	Human
P22090	P63220	Human
P22090	P83731	Human
P22090	P83881	Human
P22090	P84098	Human
P22090	Q02543	Human
P22090	Q02878	Human
P22090	Q07020	Human
P22090	Q9Y3U8	Human
P23396	P25398	Human
P23396	P26373	Human
P23396	P27635	Human
P23396	P30050	Human
P23396	P32969	Human
P23396	P35268	Human
P23396	P36578	Human
P23396	P39019	Human
P23396	P39023	Human
P23396	P40429	Human
P23396	P42677	Human
P23396	P42766	Human
P23396	P46776	Human
P23396	P46777	Human
P23396	P46778	Human
P23396	P46779	Human
P23396	P46781	Human
P23396	P46782	Human
P23396	P46783	Human
P23396	P47914	Human
P23396	P49207	Human
P23396	P50914	Human
P23396	P60866	Human
P23396	P61247	Human
P23396	P61254	Human
P23396	P61313	Human
P23396	P61353	Human
P23396	P61513	Human
P23396	P61927	Human
P23396	P62081	Human
P23396	P62241	Human
P23396	P62244	Human
P23396	P62249	Human
P23396	P62263	Human
P23396	P62266	Human
P23396	P62269	Human
P23396	P62273	Human
P23396	P62277	Human
P23396	P62280	Human
P23396	P62424	Human
P23396	P62701	Human
P23396	P62750	Human
P23396	P62753	Human
P23396	P62829	Human
P23396	P62841	Human
P23396	P62847	Human
P23396	P62851	Human
P23396	P62854	Human
P23396	P62857	Human
P23396	P62861	Human
P23396	P62888	Human
P23396	P62891	Human
P23396	P62899	Human
P23396	P62906	Human
P23396	P62910	Human
P23396	P62913	Human
P23396	P62917	Human
P23396	P62945	Human
P23396	P62979	Human
P23396	P62987	Human
P23396	P63173	Human
P23396	P63220	Human
P23396	P83731	Human
P23396	P83881	Human
P23396	P84098	Human
P23396	Q02543	Human
P23396	Q02878	Human
P23396	Q07020	Human
P23396	Q9Y3U8	Human
P25398	P26373	Human
P25398	P27635	Human
P25398	P30050	Human
P25398	P32969	Human
P25398	P35268	Human
P25398	P36578	Human
P25398	P39019	Human
P25398	P39023	Human
P25398	P40429	Human
P25398	P42677	Human
P25398	P42766	Human
P25398	P46776	Human
P25398	P46777	Human
P25398	P46778	Human
P25398	P46779	Human
P25398	P46781	Human
P25398	P46782	Human
P25398	P46783	Human
P25398	P47914	Human
P25398	P49207	Human
P25398	P50914	Human
P25398	P60866	Human
P25398	P61247	Human
P25398	P61254	Human
P25398	P61313	Human
P25398	P61353	Human
P25398	P61513	Human
P25398	P61927	Human
P25398	P62081	Human
P25398	P62241	Human
P25398	P62244	Human
P25398	P62249	Human
P25398	P62263	Human
P25398	P62266	Human
P25398	P62269	Human
P25398	P62273	Human
P25398	P62277	Human
P25398	P62280	Human
P25398	P62424	Human
P25398	P62701	Human
P25398	P62750	Human
P25398	P62753	Human
P25398	P62829	Human
P25398	P62841	Human
P25398	P62847	Human
P25398	P62851	Human
P25398	P62854	Human
P25398	P62857	Human
P25398	P62861	Human
P25398	P62888	Human
P25398	P62891	Human
P25398	P62899	Human
P25398	P62906	Human
P25398	P62910	Human
P25398	P62913	Human
P25398	P62917	Human
P25398	P62945	Human
P25398	P62979	Human
P25398	P62987	Human
P25398	P63173	Human
P25398	P63220	Human
P25398	P83731	Human
P25398	P83881	Human
P25398	P84098	Human
P25398	Q02543	Human
P25398	Q02878	Human
P25398	Q07020	Human
P25398	Q9Y3U8	Human
P26373	P27635	Human
P26373	P30050	Human
P26373	P32969	Human
P26373	P35268	Human
P26373	P36578	Human
P26373	P39019	Human
P26373	P39023	Human
P26373	P40429	Human
P26373	P42677	Human
P26373	P42766	Human
P26373	P46776	Human
P26373	P46777	Human
P26373	P46778	Human
P26373	P46779	Human
P26373	P46781	Human
P26373	P46782	Human
P26373	P46783	Human
P26373	P47914	Human
P26373	P49207	Human
P26373	P50914	Human
P26373	P60866	Human
P26373	P61247	Human
P26373	P61254	Human
P26373	P61313	Human
P26373	P61353	Human
P26373	P61513	Human
P26373	P61927	Human
P26373	P62081	Human
P26373	P62241	Human
P26373	P62244	Human
P26373	P62249	Human
P26373	P62263	Human
P26373	P62266	Human
P26373	P62269	Human
P26373	P62273	Human
P26373	P62277	Human
P26373	P62280	Human
P26373	P62424	Human
P26373	P62701	Human
P26373	P62750	Human
P26373	P62753	Human
P26373	P62829	Human
P26373	P62841	Human
P26373	P62847	Human
P26373	P62851	Human
P26373	P62854	Human
P26373	P62857	Human
P26373	P62861	Human
P26373	P62888	Human
P26373	P62891	Human
P26373	P62899	Human
P26373	P62906	Human
P26373	P62910	Human
P26373	P62913	Human
P26373	P62917	Human
P26373	P62945	Human
P26373	P62979	Human
P26373	P62987	Human
P26373	P63173	Human
P26373	P63220	Human
P26373	P83731	Human
P26373	P83881	Human
P26373	P84098	Human
P26373	Q02543	Human
P26373	Q02878	Human
P26373	Q07020	Human
P26373	Q9Y3U8	Human
P27635	P30050	Human
P27635	P32969	Human
P27635	P35268	Human
P27635	P36578	Human
P27635	P39019	Human
P27635	P39023	Human
P27635	P40429	Human
P27635	P42677	Human
P27635	P42766	Human
P27635	P46776	Human
P27635	P46777	Human
P27635	P46778	Human
P27635	P46779	Human
P27635	P46781	Human
P27635	P46782	Human
P27635	P46783	Human
P27635	P47914	Human
P27635	P49207	Human
P27635	P50914	Human
P27635	P60866	Human
P27635	P61247	Human
P27635	P61254	Human
P27635	P61313	Human
P27635	P61353	Human
P27635	P61513	Human
P27635	P61927	Human
P27635	P62081	Human
P27635	P62241	Human
P27635	P62244	Human
P27635	P62249	Human
P27635	P62263	Human
P27635	P62266	Human
P27635	P62269	Human
P27635	P62273	Human
P27635	P62277	Human
P27635	P62280	Human
P27635	P62424	Human
P27635	P62701	Human
P27635	P62750	Human
P27635	P62753	Human
P27635	P62829	Human
P27635	P62841	Human
P27635	P62847	Human
P27635	P62851	Human
P27635	P62854	Human
P27635	P62857	Human
P27635	P62861	Human
P27635	P62888	Human
P27635	P62891	Human
P27635	P62899	Human
P27635	P62906	Human
P27635	P62910	Human
P27635	P62913	Human
P27635	P62917	Human
P27635	P62945	Human
P27635	P62979	Human
P27635	P62987	Human
P27635	P63173	Human
P27635	P63220	Human
P27635	P83731	Human
P27635	P83881	Human
P27635	P84098	Human
P27635	Q02543	Human
P27635	Q02878	Human
P27635	Q07020	Human
P27635	Q9Y3U8	Human
P30050	P32969	Human
P30050	P35268	Human
P30050	P36578	Human
P30050	P39019	Human
P30050	P39023	Human
P30050	P40429	Human
P30050	P42677	Human
P30050	P42766	Human
P30050	P46776	Human
P30050	P46777	Human
P30050	P46778	Human
P30050	P46779	Human
P30050	P46781	Human
P30050	P46782	Human
P30050	P46783	Human
P30050	P47914	Human
P30050	P49207	Human
P30050	P50914	Human
P30050	P60866	Human
P30050	P61247	Human
P30050	P61254	Human
P30050	P61313	Human
P30050	P61353	Human
P30050	P61513	Human
P30050	P61927	Human
P30050	P62081	Human
P30050	P62241	Human
P30050	P62244	Human
P30050	P62249	Human
P30050	P62263	Human
P30050	P62266	Human
P30050	P62269	Human
P30050	P62273	Human
P30050	P62277	Human
P30050	P62280	Human
P30050	P62424	Human
P30050	P62701	Human
P30050	P62750	Human
P30050	P62753	Human
P30050	P62829	Human
P30050	P62841	Human
P30050	P62847	Human
P30050	P62851	Human
P30050	P62854	Human
P30050	P62857	Human
P30050	P62861	Human
P30050	P62888	Human
P30050	P62891	Human
P30050	P62899	Human
P30050	P62906	Human
P30050	P62910	Human
P30050	P62913	Human
P30050	P62917	Human
P30050	P62945	Human
P30050	P62979	Human
P30050	P62987	Human
P30050	P63173	Human
P30050	P63220	Human
P30050	P83731	Human
P30050	P83881	Human
P30050	P84098	Human
P30050	Q02543	Human
P30050	Q02878	Human
P30050	Q07020	Human
P30050	Q9Y3U8	Human
P32969	P35268	Human
P32969	P36578	Human
P32969	P39019	Human
P32969	P39023	Human
P32969	P40429	Human
P32969	P42677	Human
P32969	P42766	Human
P32969	P46776	Human
P32969	P46777	Human
P32969	P46778	Human
P32969	P46779	Human
P32969	P46781	Human
P32969	P46782	Human
P32969	P46783	Human
P32969	P47914	Human
P32969	P49207	Human
P32969	P50914	Human
P32969	P60866	Human
P32969	P61247	Human
P32969	P61254	Human
P32969	P61313	Human
P32969	P61353	Human
P32969	P61513	Human
P32969	P61927	Human
P32969	P62081	Human
P32969	P62241	Human
P32969	P62244	Human
P32969	P62249	Human
P32969	P62263	Human
P32969	P62266	Human
P32969	P62269	Human
P32969	P62273	Human
P32969	P62277	Human
P32969	P62280	Human
P32969	P62424	Human
P32969	P62701	Human
P32969	P62750	Human
P32969	P62753	Human
P32969	P62829	Human
P32969	P62841	Human
P32969	P62847	Human
P32969	P62851	Human
P32969	P62854	Human
P32969	P62857	Human
P32969	P62861	Human
P32969	P62888	Human
P32969	P62891	Human
P32969	P62899	Human
P32969	P62906	Human
P32969	P62910	Human
P32969	P62913	Human
P32969	P62917	Human
P32969	P62945	Human
P32969	P62979	Human
P32969	P62987	Human
P32969	P63173	Human
P32969	P63220	Human
P32969	P83731	Human
P32969	P83881	Human
P32969	P84098	Human
P32969	Q02543	Human
P32969	Q02878	Human
P32969	Q07020	Human
P32969	Q9Y3U8	Human
P35268	P36578	Human
P35268	P39019	Human
P35268	P39023	Human
P35268	P40429	Human
P35268	P42677	Human
P35268	P42766	Human
P35268	P46776	Human
P35268	P46777	Human
P35268	P46778	Human
P35268	P46779	Human
P35268	P46781	Human
P35268	P46782	Human
P35268	P46783	Human
P35268	P47914	Human
P35268	P49207	Human
P35268	P50914	Human
P35268	P60866	Human
P35268	P61247	Human
P35268	P61254	Human
P35268	P61313	Human
P35268	P61353	Human
P35268	P61513	Human
P35268	P61927	Human
P35268	P62081	Human
P35268	P62241	Human
P35268	P62244	Human
P35268	P62249	Human
P35268	P62263	Human
P35268	P62266	Human
P35268	P62269	Human
P35268	P62273	Human
P35268	P62277	Human
P35268	P62280	Human
P35268	P62424	Human
P35268	P62701	Human
P35268	P62750	Human
P35268	P62753	Human
P35268	P62829	Human
P35268	P62841	Human
P35268	P62847	Human
P35268	P62851	Human
P35268	P62854	Human
P35268	P62857	Human
P35268	P62861	Human
P35268	P62888	Human
P35268	P62891	Human
P35268	P62899	Human
P35268	P62906	Human
P35268	P62910	Human
P35268	P62913	Human
P35268	P62917	Human
P35268	P62945	Human
P35268	P62979	Human
P35268	P62987	Human
P35268	P63173	Human
P35268	P63220	Human
P35268	P83731	Human
P35268	P83881	Human
P35268	P84098	Human
P35268	Q02543	Human
P35268	Q02878	Human
P35268	Q07020	Human
P35268	Q9Y3U8	Human
P36578	P39019	Human
P36578	P39023	Human
P36578	P40429	Human
P36578	P42677	Human
P36578	P42766	Human
P36578	P46776	Human
P36578	P46777	Human
P36578	P46778	Human
P36578	P46779	Human
P36578	P46781	Human
P36578	P46782	Human
P36578	P46783	Human
P36578	P47914	Human
P36578	P49207	Human
P36578	P50914	Human
P36578	P60866	Human
P36578	P61247	Human
P36578	P61254	Human
P36578	P61313	Human
P36578	P61353	Human
P36578	P61513	Human
P36578	P61927	Human
P36578	P62081	Human
P36578	P62241	Human
P36578	P62244	Human
P36578	P62249	Human
P36578	P62263	Human
P36578	P62266	Human
P36578	P62269	Human
P36578	P62273	Human
P36578	P62277	Human
P36578	P62280	Human
P36578	P62424	Human
P36578	P62701	Human
P36578	P62750	Human
P36578	P62753	Human
P36578	P62829	Human
P36578	P62841	Human
P36578	P62847	Human
P36578	P62851	Human
P36578	P62854	Human
P36578	P62857	Human
P36578	P62861	Human
P36578	P62888	Human
P36578	P62891	Human
P36578	P62899	Human
P36578	P62906	Human
P36578	P62910	Human
P36578	P62913	Human
P36578	P62917	Human
P36578	P62945	Human
P36578	P62979	Human
P36578	P62987	Human
P36578	P63173	Human
P36578	P63220	Human
P36578	P83731	Human
P36578	P83881	Human
P36578	P84098	Human
P36578	Q02543	Human
P36578	Q02878	Human
P36578	Q07020	Human
P36578	Q9Y3U8	Human
P39019	P39023	Human
P39019	P40429	Human
P39019	P42677	Human
P39019	P42766	Human
P39019	P46776	Human
P39019	P46777	Human
P39019	P46778	Human
P39019	P46779	Human
P39019	P46781	Human
P39019	P46782	Human
P39019	P46783	Human
P39019	P47914	Human
P39019	P49207	Human
P39019	P50914	Human
P39019	P60866	Human
P39019	P61247	Human
P39019	P61254	Human
P39019	P61313	Human
P39019	P61353	Human
P39019	P61513	Human
P39019	P61927	Human
P39019	P62081	Human
P39019	P62241	Human
P39019	P62244	Human
P39019	P62249	Human
P39019	P62263	Human
P39019	P62266	Human
P39019	P62269	Human
P39019	P62273	Human
P39019	P62277	Human
P39019	P62280	Human
P39019	P62424	Human
P39019	P62701	Human
P39019	P62750	Human
P39019	P62753	Human
P39019	P62829	Human
P39019	P62841	Human
P39019	P62847	Human
P39019	P62851	Human
P39019	P62854	Human
P39019	P62857	Human
P39019	P62861	Human
P39019	P62888	Human
P39019	P62891	Human
P39019	P62899	Human
P39019	P62906	Human
P39019	P62910	Human
P39019	P62913	Human
P39019	P62917	Human
P39019	P62945	Human
P39019	P62979	Human
P39019	P62987	Human
P39019	P63173	Human
P39019	P63220	Human
P39019	P83731	Human
P39019	P83881	Human
P39019	P84098	Human
P39019	Q02543	Human
P39019	Q02878	Human
P39019	Q07020	Human
P39019	Q9Y3U8	Human
P39023	P40429	Human
P39023	P42677	Human
P39023	P42766	Human
P39023	P46776	Human
P39023	P46777	Human
P39023	P46778	Human
P39023	P46779	Human
P39023	P46781	Human
P39023	P46782	Human
P39023	P46783	Human
P39023	P47914	Human
P39023	P49207	Human
P39023	P50914	Human
P39023	P60866	Human
P39023	P61247	Human
P39023	P61254	Human
P39023	P61313	Human
P39023	P61353	Human
P39023	P61513	Human
P39023	P61927	Human
P39023	P62081	Human
P39023	P62241	Human
P39023	P62244	Human
P39023	P62249	Human
P39023	P62263	Human
P39023	P62266	Human
P39023	P62269	Human
P39023	P62273	Human
P39023	P62277	Human
P39023	P62280	Human
P39023	P62424	Human
P39023	P62701	Human
P39023	P62750	Human
P39023	P62753	Human
P39023	P62829	Human
P39023	P62841	Human
P39023	P62847	Human
P39023	P62851	Human
P39023	P62854	Human
P39023	P62857	Human
P39023	P62861	Human
P39023	P62888	Human
P39023	P62891	Human
P39023	P62899	Human
P39023	P62906	Human
P39023	P62910	Human
P39023	P62913	Human
P39023	P62917	Human
P39023	P62945	Human
P39023	P62979	Human
P39023	P62987	Human
P39023	P63173	Human
P39023	P63220	Human
P39023	P83731	Human
P39023	P83881	Human
P39023	P84098	Human
P39023	Q02543	Human
P39023	Q02878	Human
P39023	Q07020	Human
P39023	Q9Y3U8	Human
P40429	P42677	Human
P40429	P42766	Human
P40429	P46776	Human
P40429	P46777	Human
P40429	P46778	Human
P40429	P46779	Human
P40429	P46781	Human
P40429	P46782	Human
P40429	P46783	Human
P40429	P47914	Human
P40429	P49207	Human
P40429	P50914	Human
P40429	P60866	Human
P40429	P61247	Human
P40429	P61254	Human
P40429	P61313	Human
P40429	P61353	Human
P40429	P61513	Human
P40429	P61927	Human
P40429	P62081	Human
P40429	P62241	Human
P40429	P62244	Human
P40429	P62249	Human
P40429	P62263	Human
P40429	P62266	Human
P40429	P62269	Human
P40429	P62273	Human
P40429	P62277	Human
P40429	P62280	Human
P40429	P62424	Human
P40429	P62701	Human
P40429	P62750	Human
P40429	P62753	Human
P40429	P62829	Human
P40429	P62841	Human
P40429	P62847	Human
P40429	P62851	Human
P40429	P62854	Human
P40429	P62857	Human
P40429	P62861	Human
P40429	P62888	Human
P40429	P62891	Human
P40429	P62899	Human
P40429	P62906	Human
P40429	P62910	Human
P40429	P62913	Human
P40429	P62917	Human
P40429	P62945	Human
P40429	P62979	Human
P40429	P62987	Human
P40429	P63173	Human
P40429	P63220	Human
P40429	P83731	Human
P40429	P83881	Human
P40429	P84098	Human
P40429	Q02543	Human
P40429	Q02878	Human
P40429	Q07020	Human
P40429	Q9Y3U8	Human
P42677	P42766	Human
P42677	P46776	Human
P42677	P46777	Human
P42677	P46778	Human
P42677	P46779	Human
P42677	P46781	Human
P42677	P46782	Human
P42677	P46783	Human
P42677	P47914	Human
P42677	P49207	Human
P42677	P50914	Human
P42677	P60866	Human
P42677	P61247	Human
P42677	P61254	Human
P42677	P61313	Human
P42677	P61353	Human
P42677	P61513	Human
P42677	P61927	Human
P42677	P62081	Human
P42677	P62241	Human
P42677	P62244	Human
P42677	P62249	Human
P42677	P62263	Human
P42677	P62266	Human
P42677	P62269	Human
P42677	P62273	Human
P42677	P62277	Human
P42677	P62280	Human
P42677	P62424	Human
P42677	P62701	Human
P42677	P62750	Human
P42677	P62753	Human
P42677	P62829	Human
P42677	P62841	Human
P42677	P62847	Human
P42677	P62851	Human
P42677	P62854	Human
P42677	P62857	Human
P42677	P62861	Human
P42677	P62888	Human
P42677	P62891	Human
P42677	P62899	Human
P42677	P62906	Human
P42677	P62910	Human
P42677	P62913	Human
P42677	P62917	Human
P42677	P62945	Human
P42677	P62979	Human
P42677	P62987	Human
P42677	P63173	Human
P42677	P63220	Human
P42677	P83731	Human
P42677	P83881	Human
P42677	P84098	Human
P42677	Q02543	Human
P42677	Q02878	Human
P42677	Q07020	Human
P42677	Q9Y3U8	Human
P42766	P46776	Human
P42766	P46777	Human
P42766	P46778	Human
P42766	P46779	Human
P42766	P46781	Human
P42766	P46782	Human
P42766	P46783	Human
P42766	P47914	Human
P42766	P49207	Human
P42766	P50914	Human
P42766	P60866	Human
P42766	P61247	Human
P42766	P61254	Human
P42766	P61313	Human
P42766	P61353	Human
P42766	P61513	Human
P42766	P61927	Human
P42766	P62081	Human
P42766	P62241	Human
P42766	P62244	Human
P42766	P62249	Human
P42766	P62263	Human
P42766	P62266	Human
P42766	P62269	Human
P42766	P62273	Human
P42766	P62277	Human
P42766	P62280	Human
P42766	P62424	Human
P42766	P62701	Human
P42766	P62750	Human
P42766	P62753	Human
P42766	P62829	Human
P42766	P62841	Human
P42766	P62847	Human
P42766	P62851	Human
P42766	P62854	Human
P42766	P62857	Human
P42766	P62861	Human
P42766	P62888	Human
P42766	P62891	Human
P42766	P62899	Human
P42766	P62906	Human
P42766	P62910	Human
P42766	P62913	Human
P42766	P62917	Human
P42766	P62945	Human
P42766	P62979	Human
P42766	P62987	Human
P42766	P63173	Human
P42766	P63220	Human
P42766	P83731	Human
P42766	P83881	Human
P42766	P84098	Human
P42766	Q02543	Human
P42766	Q02878	Human
P42766	Q07020	Human
P42766	Q9Y3U8	Human
P46776	P46777	Human
P46776	P46778	Human
P46776	P46779	Human
P46776	P46781	Human
P46776	P46782	Human
P46776	P46783	Human
